gene,n_cpg_1x,n_cpg_5x,n_cpg_10x,frac_5x,frac_10x
ENSSSCG00000011263,18,3,0,0.16666666666666666,0.0
ENSSSCG00000011264,40,18,8,0.45,0.2
ENSSSCG00000011269,22,5,3,0.22727272727272727,0.13636363636363635
ENSSSCG00000011270,7,1,0,0.14285714285714285,0.0
ENSSSCG00000011272,3,0,0,0.0,0.0
ENSSSCG00000011274,30,12,3,0.4,0.1
ENSSSCG00000011277,4,3,2,0.75,0.5
ENSSSCG00000011278,35,6,5,0.17142857142857143,0.14285714285714285
ENSSSCG00000011279,1,0,0,0.0,0.0
ENSSSCG00000011280,60,39,20,0.65,0.3333333333333333
ENSSSCG00000011284,32,3,3,0.09375,0.09375
ENSSSCG00000011286,14,6,4,0.42857142857142855,0.2857142857142857
ENSSSCG00000011287,5,1,1,0.2,0.2
ENSSSCG00000011290,12,6,0,0.5,0.0
ENSSSCG00000011292,6,4,1,0.6666666666666666,0.16666666666666666
ENSSSCG00000011293,15,7,3,0.4666666666666667,0.2
ENSSSCG00000011294,5,2,0,0.4,0.0
ENSSSCG00000011295,23,8,3,0.34782608695652173,0.13043478260869565
ENSSSCG00000011296,12,2,1,0.16666666666666666,0.08333333333333333
ENSSSCG00000011297,12,2,1,0.16666666666666666,0.08333333333333333
ENSSSCG00000011298,18,7,2,0.3888888888888889,0.1111111111111111
ENSSSCG00000011299,4,0,0,0.0,0.0
ENSSSCG00000011300,29,22,18,0.7586206896551724,0.6206896551724138
ENSSSCG00000011301,29,22,18,0.7586206896551724,0.6206896551724138
ENSSSCG00000011304,3,0,0,0.0,0.0
ENSSSCG00000011306,11,7,1,0.6363636363636364,0.09090909090909091
ENSSSCG00000011307,5,1,0,0.2,0.0
ENSSSCG00000011309,7,2,0,0.2857142857142857,0.0
ENSSSCG00000011310,4,0,0,0.0,0.0
ENSSSCG00000011312,8,0,0,0.0,0.0
ENSSSCG00000011313,18,6,1,0.3333333333333333,0.05555555555555555
ENSSSCG00000011316,9,7,5,0.7777777777777778,0.5555555555555556
ENSSSCG00000011318,1,0,0,0.0,0.0
ENSSSCG00000011322,10,8,5,0.8,0.5
ENSSSCG00000011324,5,0,0,0.0,0.0
ENSSSCG00000011325,12,5,1,0.4166666666666667,0.08333333333333333
ENSSSCG00000011326,39,9,2,0.23076923076923078,0.05128205128205128
ENSSSCG00000011327,8,2,1,0.25,0.125
ENSSSCG00000011329,25,5,1,0.2,0.04
ENSSSCG00000011330,5,0,0,0.0,0.0
ENSSSCG00000011332,141,58,22,0.41134751773049644,0.15602836879432624
ENSSSCG00000011336,12,1,1,0.08333333333333333,0.08333333333333333
ENSSSCG00000011340,17,2,2,0.11764705882352941,0.11764705882352941
ENSSSCG00000011342,21,16,13,0.7619047619047619,0.6190476190476191
ENSSSCG00000011344,2,0,0,0.0,0.0
ENSSSCG00000011346,30,3,2,0.1,0.06666666666666667
ENSSSCG00000011347,4,0,0,0.0,0.0
ENSSSCG00000011349,7,0,0,0.0,0.0
ENSSSCG00000011350,12,2,0,0.16666666666666666,0.0
ENSSSCG00000011351,12,2,0,0.16666666666666666,0.0
ENSSSCG00000011353,6,1,0,0.16666666666666666,0.0
ENSSSCG00000011355,24,11,6,0.4583333333333333,0.25
ENSSSCG00000011356,16,5,4,0.3125,0.25
ENSSSCG00000011357,19,8,5,0.42105263157894735,0.2631578947368421
ENSSSCG00000011358,5,1,1,0.2,0.2
ENSSSCG00000011359,6,2,1,0.3333333333333333,0.16666666666666666
ENSSSCG00000011360,33,11,5,0.3333333333333333,0.15151515151515152
ENSSSCG00000011361,23,6,4,0.2608695652173913,0.17391304347826086
ENSSSCG00000011363,33,12,8,0.36363636363636365,0.24242424242424243
ENSSSCG00000011364,9,0,0,0.0,0.0
ENSSSCG00000011366,4,0,0,0.0,0.0
ENSSSCG00000011367,13,2,1,0.15384615384615385,0.07692307692307693
ENSSSCG00000011368,17,12,12,0.7058823529411765,0.7058823529411765
ENSSSCG00000011369,13,3,2,0.23076923076923078,0.15384615384615385
ENSSSCG00000011370,28,13,8,0.4642857142857143,0.2857142857142857
ENSSSCG00000011371,28,13,8,0.4642857142857143,0.2857142857142857
ENSSSCG00000011373,8,2,1,0.25,0.125
ENSSSCG00000011375,19,6,3,0.3157894736842105,0.15789473684210525
ENSSSCG00000011376,6,3,0,0.5,0.0
ENSSSCG00000011377,9,1,1,0.1111111111111111,0.1111111111111111
ENSSSCG00000011378,11,0,0,0.0,0.0
ENSSSCG00000011379,15,6,5,0.4,0.3333333333333333
ENSSSCG00000011382,12,0,0,0.0,0.0
ENSSSCG00000011384,11,1,0,0.09090909090909091,0.0
ENSSSCG00000011385,28,11,9,0.39285714285714285,0.32142857142857145
ENSSSCG00000011386,28,25,8,0.8928571428571429,0.2857142857142857
ENSSSCG00000011387,41,11,8,0.2682926829268293,0.1951219512195122
ENSSSCG00000011389,21,7,4,0.3333333333333333,0.19047619047619047
ENSSSCG00000011390,13,1,0,0.07692307692307693,0.0
ENSSSCG00000011391,8,3,2,0.375,0.25
ENSSSCG00000011393,3,0,0,0.0,0.0
ENSSSCG00000011394,21,3,0,0.14285714285714285,0.0
ENSSSCG00000011395,6,3,3,0.5,0.5
ENSSSCG00000011397,15,3,1,0.2,0.06666666666666667
ENSSSCG00000011398,44,4,0,0.09090909090909091,0.0
ENSSSCG00000011399,12,8,1,0.6666666666666666,0.08333333333333333
ENSSSCG00000011400,14,5,5,0.35714285714285715,0.35714285714285715
ENSSSCG00000011401,3,0,0,0.0,0.0
ENSSSCG00000011402,19,12,11,0.631578947368421,0.5789473684210527
ENSSSCG00000011404,13,7,5,0.5384615384615384,0.38461538461538464
ENSSSCG00000011405,24,8,8,0.3333333333333333,0.3333333333333333
ENSSSCG00000011407,36,14,10,0.3888888888888889,0.2777777777777778
ENSSSCG00000011408,5,3,0,0.6,0.0
ENSSSCG00000011410,5,0,0,0.0,0.0
ENSSSCG00000011412,49,14,6,0.2857142857142857,0.12244897959183673
ENSSSCG00000011415,12,2,0,0.16666666666666666,0.0
ENSSSCG00000011416,37,4,2,0.10810810810810811,0.05405405405405406
ENSSSCG00000011417,55,41,38,0.7454545454545455,0.6909090909090909
ENSSSCG00000011420,276,207,169,0.75,0.6123188405797102
ENSSSCG00000011423,21,12,9,0.5714285714285714,0.42857142857142855
ENSSSCG00000011424,5,1,0,0.2,0.0
ENSSSCG00000011425,4,0,0,0.0,0.0
ENSSSCG00000011426,5,4,3,0.8,0.6
ENSSSCG00000011432,3,0,0,0.0,0.0
ENSSSCG00000011433,13,1,1,0.07692307692307693,0.07692307692307693
ENSSSCG00000011434,19,11,9,0.5789473684210527,0.47368421052631576
ENSSSCG00000011435,14,2,1,0.14285714285714285,0.07142857142857142
ENSSSCG00000011436,3,2,0,0.6666666666666666,0.0
ENSSSCG00000011437,9,3,2,0.3333333333333333,0.2222222222222222
ENSSSCG00000011438,19,6,3,0.3157894736842105,0.15789473684210525
ENSSSCG00000011439,20,7,3,0.35,0.15
ENSSSCG00000011440,12,1,0,0.08333333333333333,0.0
ENSSSCG00000011441,11,0,0,0.0,0.0
ENSSSCG00000011442,12,0,0,0.0,0.0
ENSSSCG00000011443,2,2,0,1.0,0.0
ENSSSCG00000011444,24,4,2,0.16666666666666666,0.08333333333333333
ENSSSCG00000011446,6,0,0,0.0,0.0
ENSSSCG00000011447,18,8,6,0.4444444444444444,0.3333333333333333
ENSSSCG00000011448,18,8,6,0.4444444444444444,0.3333333333333333
ENSSSCG00000011450,7,1,1,0.14285714285714285,0.14285714285714285
ENSSSCG00000011451,9,9,2,1.0,0.2222222222222222
ENSSSCG00000011453,9,2,2,0.2222222222222222,0.2222222222222222
ENSSSCG00000011454,63,10,6,0.15873015873015872,0.09523809523809523
ENSSSCG00000011455,1,0,0,0.0,0.0
ENSSSCG00000011456,76,57,35,0.75,0.4605263157894737
ENSSSCG00000011458,13,1,1,0.07692307692307693,0.07692307692307693
ENSSSCG00000011463,9,2,2,0.2222222222222222,0.2222222222222222
ENSSSCG00000011465,10,2,1,0.2,0.1
ENSSSCG00000011467,11,5,0,0.45454545454545453,0.0
ENSSSCG00000011470,4,0,0,0.0,0.0
ENSSSCG00000011471,30,8,5,0.26666666666666666,0.16666666666666666
ENSSSCG00000011477,8,0,0,0.0,0.0
ENSSSCG00000011482,17,11,0,0.6470588235294118,0.0
ENSSSCG00000011485,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000011486,2,0,0,0.0,0.0
ENSSSCG00000011487,29,4,1,0.13793103448275862,0.034482758620689655
ENSSSCG00000011489,40,23,13,0.575,0.325
ENSSSCG00000011490,1,0,0,0.0,0.0
ENSSSCG00000011491,45,1,0,0.022222222222222223,0.0
ENSSSCG00000011492,2,0,0,0.0,0.0
ENSSSCG00000011493,56,10,2,0.17857142857142858,0.03571428571428571
ENSSSCG00000011494,19,8,7,0.42105263157894735,0.3684210526315789
ENSSSCG00000011495,17,6,0,0.35294117647058826,0.0
ENSSSCG00000011496,10,1,0,0.1,0.0
ENSSSCG00000011497,53,24,21,0.4528301886792453,0.39622641509433965
ENSSSCG00000011499,19,7,7,0.3684210526315789,0.3684210526315789
ENSSSCG00000011500,28,27,22,0.9642857142857143,0.7857142857142857
ENSSSCG00000011501,11,0,0,0.0,0.0
ENSSSCG00000011504,13,7,3,0.5384615384615384,0.23076923076923078
ENSSSCG00000011506,4,0,0,0.0,0.0
ENSSSCG00000011510,12,7,5,0.5833333333333334,0.4166666666666667
ENSSSCG00000011511,13,4,0,0.3076923076923077,0.0
ENSSSCG00000011514,8,2,2,0.25,0.25
ENSSSCG00000011516,50,15,6,0.3,0.12
ENSSSCG00000011518,11,3,3,0.2727272727272727,0.2727272727272727
ENSSSCG00000011519,50,15,5,0.3,0.1
ENSSSCG00000011521,59,8,2,0.13559322033898305,0.03389830508474576
ENSSSCG00000011522,144,112,71,0.7777777777777778,0.4930555555555556
ENSSSCG00000011524,14,4,1,0.2857142857142857,0.07142857142857142
ENSSSCG00000011528,1,0,0,0.0,0.0
ENSSSCG00000011529,10,1,1,0.1,0.1
ENSSSCG00000011530,17,6,1,0.35294117647058826,0.058823529411764705
ENSSSCG00000011531,15,1,0,0.06666666666666667,0.0
ENSSSCG00000011532,5,2,2,0.4,0.4
ENSSSCG00000011535,10,0,0,0.0,0.0
ENSSSCG00000011538,4,2,0,0.5,0.0
ENSSSCG00000011540,62,23,10,0.3709677419354839,0.16129032258064516
ENSSSCG00000011542,1,0,0,0.0,0.0
ENSSSCG00000011543,22,1,0,0.045454545454545456,0.0
ENSSSCG00000011546,2,0,0,0.0,0.0
ENSSSCG00000011548,25,14,13,0.56,0.52
ENSSSCG00000011549,26,14,9,0.5384615384615384,0.34615384615384615
ENSSSCG00000011550,19,11,6,0.5789473684210527,0.3157894736842105
ENSSSCG00000011551,2,0,0,0.0,0.0
ENSSSCG00000011552,19,11,6,0.5789473684210527,0.3157894736842105
ENSSSCG00000011555,2,1,0,0.5,0.0
ENSSSCG00000011556,3,0,0,0.0,0.0
ENSSSCG00000011557,1,1,1,1.0,1.0
ENSSSCG00000011559,13,6,1,0.46153846153846156,0.07692307692307693
ENSSSCG00000011560,20,1,0,0.05,0.0
ENSSSCG00000011561,76,49,32,0.6447368421052632,0.42105263157894735
ENSSSCG00000011562,20,14,14,0.7,0.7
ENSSSCG00000011563,20,14,14,0.7,0.7
ENSSSCG00000011565,6,2,0,0.3333333333333333,0.0
ENSSSCG00000011567,23,5,5,0.21739130434782608,0.21739130434782608
ENSSSCG00000011568,8,6,0,0.75,0.0
ENSSSCG00000011569,12,1,1,0.08333333333333333,0.08333333333333333
ENSSSCG00000011570,7,2,0,0.2857142857142857,0.0
ENSSSCG00000011572,13,1,0,0.07692307692307693,0.0
ENSSSCG00000011575,5,5,5,1.0,1.0
ENSSSCG00000011576,1,0,0,0.0,0.0
ENSSSCG00000011577,10,4,1,0.4,0.1
ENSSSCG00000011578,4,4,0,1.0,0.0
ENSSSCG00000011579,35,8,5,0.22857142857142856,0.14285714285714285
ENSSSCG00000011580,19,7,0,0.3684210526315789,0.0
ENSSSCG00000011582,21,5,1,0.23809523809523808,0.047619047619047616
ENSSSCG00000011583,21,5,1,0.23809523809523808,0.047619047619047616
ENSSSCG00000011587,2,0,0,0.0,0.0
ENSSSCG00000011589,10,5,0,0.5,0.0
ENSSSCG00000011591,4,1,1,0.25,0.25
ENSSSCG00000011592,93,23,9,0.24731182795698925,0.0967741935483871
ENSSSCG00000011593,34,11,7,0.3235294117647059,0.20588235294117646
ENSSSCG00000011594,55,8,0,0.14545454545454545,0.0
ENSSSCG00000011598,14,3,2,0.21428571428571427,0.14285714285714285
ENSSSCG00000011599,1,0,0,0.0,0.0
ENSSSCG00000011600,16,5,4,0.3125,0.25
ENSSSCG00000011601,14,2,2,0.14285714285714285,0.14285714285714285
ENSSSCG00000011602,14,2,2,0.14285714285714285,0.14285714285714285
ENSSSCG00000011603,15,0,0,0.0,0.0
ENSSSCG00000011604,15,0,0,0.0,0.0
ENSSSCG00000011609,37,14,10,0.3783783783783784,0.2702702702702703
ENSSSCG00000011610,60,10,4,0.16666666666666666,0.06666666666666667
ENSSSCG00000011611,4,2,0,0.5,0.0
ENSSSCG00000011612,15,7,7,0.4666666666666667,0.4666666666666667
ENSSSCG00000011615,12,3,1,0.25,0.08333333333333333
ENSSSCG00000011617,29,22,17,0.7586206896551724,0.5862068965517241
ENSSSCG00000011618,39,4,3,0.10256410256410256,0.07692307692307693
ENSSSCG00000011619,27,2,0,0.07407407407407407,0.0
ENSSSCG00000011620,14,1,1,0.07142857142857142,0.07142857142857142
ENSSSCG00000011621,13,4,4,0.3076923076923077,0.3076923076923077
ENSSSCG00000011622,5,2,0,0.4,0.0
ENSSSCG00000011623,31,4,4,0.12903225806451613,0.12903225806451613
ENSSSCG00000011624,34,10,9,0.29411764705882354,0.2647058823529412
ENSSSCG00000011625,27,4,0,0.14814814814814814,0.0
ENSSSCG00000011626,1,0,0,0.0,0.0
ENSSSCG00000011627,2,0,0,0.0,0.0
ENSSSCG00000011628,14,5,0,0.35714285714285715,0.0
ENSSSCG00000011629,42,27,26,0.6428571428571429,0.6190476190476191
ENSSSCG00000011630,8,2,1,0.25,0.125
ENSSSCG00000011632,14,2,0,0.14285714285714285,0.0
ENSSSCG00000011635,6,0,0,0.0,0.0
ENSSSCG00000011636,2,1,0,0.5,0.0
ENSSSCG00000011639,9,4,4,0.4444444444444444,0.4444444444444444
ENSSSCG00000011640,14,8,8,0.5714285714285714,0.5714285714285714
ENSSSCG00000011641,32,6,1,0.1875,0.03125
ENSSSCG00000011642,43,22,14,0.5116279069767442,0.32558139534883723
ENSSSCG00000011643,18,13,4,0.7222222222222222,0.2222222222222222
ENSSSCG00000011645,13,4,0,0.3076923076923077,0.0
ENSSSCG00000011646,24,7,7,0.2916666666666667,0.2916666666666667
ENSSSCG00000011650,40,5,1,0.125,0.025
ENSSSCG00000011652,18,1,1,0.05555555555555555,0.05555555555555555
ENSSSCG00000011653,26,9,4,0.34615384615384615,0.15384615384615385
ENSSSCG00000011657,1,0,0,0.0,0.0
ENSSSCG00000011662,4,1,1,0.25,0.25
ENSSSCG00000011663,1,0,0,0.0,0.0
ENSSSCG00000011664,15,5,3,0.3333333333333333,0.2
ENSSSCG00000011666,40,21,18,0.525,0.45
ENSSSCG00000011668,8,0,0,0.0,0.0
ENSSSCG00000011670,27,4,4,0.14814814814814814,0.14814814814814814
ENSSSCG00000011672,29,12,5,0.41379310344827586,0.1724137931034483
ENSSSCG00000011673,2,1,0,0.5,0.0
ENSSSCG00000011675,16,9,0,0.5625,0.0
ENSSSCG00000011676,59,11,8,0.1864406779661017,0.13559322033898305
ENSSSCG00000011677,18,9,4,0.5,0.2222222222222222
ENSSSCG00000011678,10,0,0,0.0,0.0
ENSSSCG00000011679,6,0,0,0.0,0.0
ENSSSCG00000011680,23,13,0,0.5652173913043478,0.0
ENSSSCG00000011681,14,2,0,0.14285714285714285,0.0
ENSSSCG00000011683,11,0,0,0.0,0.0
ENSSSCG00000011684,11,4,2,0.36363636363636365,0.18181818181818182
ENSSSCG00000011686,1,0,0,0.0,0.0
ENSSSCG00000011689,34,12,8,0.35294117647058826,0.23529411764705882
ENSSSCG00000011690,8,3,3,0.375,0.375
ENSSSCG00000011692,41,17,5,0.4146341463414634,0.12195121951219512
ENSSSCG00000011693,11,5,0,0.45454545454545453,0.0
ENSSSCG00000011694,9,7,0,0.7777777777777778,0.0
ENSSSCG00000011695,9,7,2,0.7777777777777778,0.2222222222222222
ENSSSCG00000011698,19,2,1,0.10526315789473684,0.05263157894736842
ENSSSCG00000011699,13,2,0,0.15384615384615385,0.0
ENSSSCG00000011701,1,0,0,0.0,0.0
ENSSSCG00000011704,9,2,0,0.2222222222222222,0.0
ENSSSCG00000011705,5,2,1,0.4,0.2
ENSSSCG00000011708,76,35,19,0.4605263157894737,0.25
ENSSSCG00000011710,30,5,3,0.16666666666666666,0.1
ENSSSCG00000011712,9,2,1,0.2222222222222222,0.1111111111111111
ENSSSCG00000011713,5,5,0,1.0,0.0
ENSSSCG00000011714,45,18,2,0.4,0.044444444444444446
ENSSSCG00000011717,6,0,0,0.0,0.0
ENSSSCG00000011718,2,0,0,0.0,0.0
ENSSSCG00000011723,18,3,0,0.16666666666666666,0.0
ENSSSCG00000011727,5,4,1,0.8,0.2
ENSSSCG00000011728,1,0,0,0.0,0.0
ENSSSCG00000011729,2,1,1,0.5,0.5
ENSSSCG00000011730,3,1,1,0.3333333333333333,0.3333333333333333
ENSSSCG00000011731,33,0,0,0.0,0.0
ENSSSCG00000011732,5,1,1,0.2,0.2
ENSSSCG00000011733,33,0,0,0.0,0.0
ENSSSCG00000011735,1,0,0,0.0,0.0
ENSSSCG00000011736,4,0,0,0.0,0.0
ENSSSCG00000011739,7,3,0,0.42857142857142855,0.0
ENSSSCG00000011740,7,3,0,0.42857142857142855,0.0
ENSSSCG00000011741,20,8,4,0.4,0.2
ENSSSCG00000011743,36,15,4,0.4166666666666667,0.1111111111111111
ENSSSCG00000011745,6,5,0,0.8333333333333334,0.0
ENSSSCG00000011746,52,6,0,0.11538461538461539,0.0
ENSSSCG00000011747,18,10,3,0.5555555555555556,0.16666666666666666
ENSSSCG00000011748,8,1,1,0.125,0.125
ENSSSCG00000011750,18,8,6,0.4444444444444444,0.3333333333333333
ENSSSCG00000011752,18,2,0,0.1111111111111111,0.0
ENSSSCG00000011755,3,0,0,0.0,0.0
ENSSSCG00000011756,3,3,0,1.0,0.0
ENSSSCG00000011760,107,37,25,0.34579439252336447,0.2336448598130841
ENSSSCG00000011762,53,29,12,0.5471698113207547,0.22641509433962265
ENSSSCG00000011763,1,0,0,0.0,0.0
ENSSSCG00000011764,1,0,0,0.0,0.0
ENSSSCG00000011765,30,1,0,0.03333333333333333,0.0
ENSSSCG00000011766,17,6,0,0.35294117647058826,0.0
ENSSSCG00000011767,7,0,0,0.0,0.0
ENSSSCG00000011768,2,0,0,0.0,0.0
ENSSSCG00000011769,6,2,0,0.3333333333333333,0.0
ENSSSCG00000011770,3,1,0,0.3333333333333333,0.0
ENSSSCG00000011772,30,6,3,0.2,0.1
ENSSSCG00000011775,14,1,1,0.07142857142857142,0.07142857142857142
ENSSSCG00000011776,28,4,4,0.14285714285714285,0.14285714285714285
ENSSSCG00000011780,4,0,0,0.0,0.0
ENSSSCG00000011782,1,0,0,0.0,0.0
ENSSSCG00000011783,19,9,7,0.47368421052631576,0.3684210526315789
ENSSSCG00000011784,2,0,0,0.0,0.0
ENSSSCG00000011787,22,3,0,0.13636363636363635,0.0
ENSSSCG00000011788,5,2,2,0.4,0.4
ENSSSCG00000011791,3,0,0,0.0,0.0
ENSSSCG00000011794,24,12,7,0.5,0.2916666666666667
ENSSSCG00000011795,41,5,1,0.12195121951219512,0.024390243902439025
ENSSSCG00000011797,8,3,0,0.375,0.0
ENSSSCG00000011798,8,3,0,0.375,0.0
ENSSSCG00000011799,5,2,0,0.4,0.0
ENSSSCG00000011800,1,1,1,1.0,1.0
ENSSSCG00000011801,4,0,0,0.0,0.0
ENSSSCG00000011802,2,0,0,0.0,0.0
ENSSSCG00000011803,13,0,0,0.0,0.0
ENSSSCG00000011804,9,3,2,0.3333333333333333,0.2222222222222222
ENSSSCG00000011810,8,3,0,0.375,0.0
ENSSSCG00000011811,16,5,4,0.3125,0.25
ENSSSCG00000011813,12,3,1,0.25,0.08333333333333333
ENSSSCG00000011819,15,5,2,0.3333333333333333,0.13333333333333333
ENSSSCG00000011821,2,0,0,0.0,0.0
ENSSSCG00000011822,2,0,0,0.0,0.0
ENSSSCG00000011825,17,1,1,0.058823529411764705,0.058823529411764705
ENSSSCG00000011826,14,4,1,0.2857142857142857,0.07142857142857142
ENSSSCG00000011827,4,3,0,0.75,0.0
ENSSSCG00000011828,26,4,3,0.15384615384615385,0.11538461538461539
ENSSSCG00000011831,1,0,0,0.0,0.0
ENSSSCG00000011833,27,8,5,0.2962962962962963,0.18518518518518517
ENSSSCG00000011837,8,0,0,0.0,0.0
ENSSSCG00000011841,13,8,2,0.6153846153846154,0.15384615384615385
ENSSSCG00000011843,1,0,0,0.0,0.0
ENSSSCG00000011845,6,4,2,0.6666666666666666,0.3333333333333333
ENSSSCG00000011846,9,3,0,0.3333333333333333,0.0
ENSSSCG00000011847,10,7,4,0.7,0.4
ENSSSCG00000011848,9,6,6,0.6666666666666666,0.6666666666666666
ENSSSCG00000011849,5,0,0,0.0,0.0
ENSSSCG00000011850,3,0,0,0.0,0.0
ENSSSCG00000011851,1,0,0,0.0,0.0
ENSSSCG00000011853,7,0,0,0.0,0.0
ENSSSCG00000011854,6,0,0,0.0,0.0
ENSSSCG00000011855,5,3,0,0.6,0.0
ENSSSCG00000011857,13,8,6,0.6153846153846154,0.46153846153846156
ENSSSCG00000011858,31,9,0,0.2903225806451613,0.0
ENSSSCG00000011859,11,1,0,0.09090909090909091,0.0
ENSSSCG00000011860,12,3,3,0.25,0.25
ENSSSCG00000011862,15,11,6,0.7333333333333333,0.4
ENSSSCG00000011864,5,0,0,0.0,0.0
ENSSSCG00000011867,7,0,0,0.0,0.0
ENSSSCG00000011870,16,0,0,0.0,0.0
ENSSSCG00000011872,22,7,7,0.3181818181818182,0.3181818181818182
ENSSSCG00000011873,16,3,0,0.1875,0.0
ENSSSCG00000011874,3,0,0,0.0,0.0
ENSSSCG00000011875,2,0,0,0.0,0.0
ENSSSCG00000011876,5,0,0,0.0,0.0
ENSSSCG00000011877,2,0,0,0.0,0.0
ENSSSCG00000011878,8,3,2,0.375,0.25
ENSSSCG00000011880,4,0,0,0.0,0.0
ENSSSCG00000011881,4,0,0,0.0,0.0
ENSSSCG00000011882,6,0,0,0.0,0.0
ENSSSCG00000011884,7,1,0,0.14285714285714285,0.0
ENSSSCG00000011889,51,19,15,0.37254901960784315,0.29411764705882354
ENSSSCG00000011890,1,1,1,1.0,1.0
ENSSSCG00000011892,1,0,0,0.0,0.0
ENSSSCG00000011893,8,6,2,0.75,0.25
ENSSSCG00000011894,15,5,1,0.3333333333333333,0.06666666666666667
ENSSSCG00000011896,9,3,0,0.3333333333333333,0.0
ENSSSCG00000011901,7,4,3,0.5714285714285714,0.42857142857142855
ENSSSCG00000011903,3,0,0,0.0,0.0
ENSSSCG00000011904,3,0,0,0.0,0.0
ENSSSCG00000011905,3,0,0,0.0,0.0
ENSSSCG00000011912,2,0,0,0.0,0.0
ENSSSCG00000011913,2,0,0,0.0,0.0
ENSSSCG00000011914,21,3,1,0.14285714285714285,0.047619047619047616
ENSSSCG00000011915,3,3,3,1.0,1.0
ENSSSCG00000011916,34,14,0,0.4117647058823529,0.0
ENSSSCG00000011917,23,6,2,0.2608695652173913,0.08695652173913043
ENSSSCG00000011918,26,9,7,0.34615384615384615,0.2692307692307692
ENSSSCG00000011923,3,0,0,0.0,0.0
ENSSSCG00000011925,1,0,0,0.0,0.0
ENSSSCG00000011928,3,0,0,0.0,0.0
ENSSSCG00000011929,16,0,0,0.0,0.0
ENSSSCG00000011930,16,0,0,0.0,0.0
ENSSSCG00000011931,1,0,0,0.0,0.0
ENSSSCG00000011933,58,11,8,0.1896551724137931,0.13793103448275862
ENSSSCG00000011936,2,0,0,0.0,0.0
ENSSSCG00000011937,2,0,0,0.0,0.0
ENSSSCG00000011939,1,0,0,0.0,0.0
ENSSSCG00000011940,4,3,0,0.75,0.0
ENSSSCG00000011941,6,0,0,0.0,0.0
ENSSSCG00000011942,22,3,2,0.13636363636363635,0.09090909090909091
ENSSSCG00000011943,43,12,7,0.27906976744186046,0.16279069767441862
ENSSSCG00000011944,2,0,0,0.0,0.0
ENSSSCG00000011946,65,48,33,0.7384615384615385,0.5076923076923077
ENSSSCG00000011949,1,0,0,0.0,0.0
ENSSSCG00000011950,9,0,0,0.0,0.0
ENSSSCG00000011951,33,8,5,0.24242424242424243,0.15151515151515152
ENSSSCG00000011952,7,4,3,0.5714285714285714,0.42857142857142855
ENSSSCG00000011953,12,3,2,0.25,0.16666666666666666
ENSSSCG00000011961,12,0,0,0.0,0.0
ENSSSCG00000011963,20,6,4,0.3,0.2
ENSSSCG00000011965,6,0,0,0.0,0.0
ENSSSCG00000011967,12,0,0,0.0,0.0
ENSSSCG00000011968,15,2,1,0.13333333333333333,0.06666666666666667
ENSSSCG00000011970,4,0,0,0.0,0.0
ENSSSCG00000011972,10,6,1,0.6,0.1
ENSSSCG00000011973,4,2,2,0.5,0.5
ENSSSCG00000011977,9,1,0,0.1111111111111111,0.0
ENSSSCG00000011978,17,7,0,0.4117647058823529,0.0
ENSSSCG00000011980,2,0,0,0.0,0.0
ENSSSCG00000011997,9,2,0,0.2222222222222222,0.0
ENSSSCG00000012000,12,4,1,0.3333333333333333,0.08333333333333333
ENSSSCG00000012001,8,0,0,0.0,0.0
ENSSSCG00000012007,3,0,0,0.0,0.0
ENSSSCG00000012014,33,10,2,0.30303030303030304,0.06060606060606061
ENSSSCG00000012018,11,0,0,0.0,0.0
ENSSSCG00000012020,22,12,12,0.5454545454545454,0.5454545454545454
ENSSSCG00000012021,1,0,0,0.0,0.0
ENSSSCG00000012022,63,29,21,0.4603174603174603,0.3333333333333333
ENSSSCG00000012026,81,34,14,0.41975308641975306,0.1728395061728395
ENSSSCG00000012027,25,3,2,0.12,0.08
ENSSSCG00000012029,19,4,0,0.21052631578947367,0.0
ENSSSCG00000012030,2,0,0,0.0,0.0
ENSSSCG00000012034,10,10,5,1.0,0.5
ENSSSCG00000012035,14,2,2,0.14285714285714285,0.14285714285714285
ENSSSCG00000012037,20,2,1,0.1,0.05
ENSSSCG00000012039,59,14,9,0.23728813559322035,0.15254237288135594
ENSSSCG00000012040,31,8,3,0.25806451612903225,0.0967741935483871
ENSSSCG00000012042,4,1,0,0.25,0.0
ENSSSCG00000012046,18,3,1,0.16666666666666666,0.05555555555555555
ENSSSCG00000012049,8,2,1,0.25,0.125
ENSSSCG00000012050,31,0,0,0.0,0.0
ENSSSCG00000012052,1,0,0,0.0,0.0
ENSSSCG00000012053,23,6,2,0.2608695652173913,0.08695652173913043
ENSSSCG00000012054,23,2,2,0.08695652173913043,0.08695652173913043
ENSSSCG00000012055,25,4,4,0.16,0.16
