gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,gene_symbol,sig
ENSSSCG00000004221,198.25145019456116,0.7834187995346635,0.7962957727048015,0.9838289067812098,0.3251996437553243,0.49255362044489687,ENSSSCG00000004221,HINT3,False
ENSSSCG00000002877,117.54530669168422,-0.7752576792090342,0.7881945475960844,-0.9835867065732612,0.3253187639249683,0.4925787843153346,ENSSSCG00000002877,ENSSSCG00000002877,False
ENSSSCG00000030535,842.5419886859504,0.7610543546297904,0.7740590242589754,0.9831993824480831,0.3255093186802197,0.49278180340104044,ENSSSCG00000030535,SNX9,False
ENSSSCG00000000233,1470.8928726483548,0.6548699577655361,0.6663184901951953,0.9828182279223477,0.32569690898667225,0.49298026501608017,ENSSSCG00000000233,ACVR1B,False
ENSSSCG00000037843,60.83751655884767,-0.7798738361219495,0.794166695705759,-0.982002695830618,0.3260985201086196,0.4933371291421102,ENSSSCG00000037843,TMEM138,False
ENSSSCG00000053166,7211.466856793352,0.7466247758286655,0.7602439927543789,0.982085728982388,0.32605761548200773,0.4933371291421102,ENSSSCG00000053166,ENSSSCG00000053166,False
ENSSSCG00000031690,29.167266404105973,1.4840491073499487,1.511259256781394,0.9819950486262718,0.32610228751910286,0.4933371291421102,ENSSSCG00000031690,TLDC2,False
ENSSSCG00000020879,15021.982359590167,0.8156849937029986,0.8307790761792276,0.9818314123344956,0.32618291004460176,0.4933735609376313,ENSSSCG00000020879,FBXW7,False
ENSSSCG00000016590,612.5110676641497,0.7318086300356554,0.7458153620774656,0.9812195715534815,0.32648447474496234,0.493744112066645,ENSSSCG00000016590,SND1,False
ENSSSCG00000034348,33.21380342742446,-1.066080532859674,1.086930596594769,-0.9808174838389719,0.32668275475650677,0.4939583638893221,ENSSSCG00000034348,NBEA,False
ENSSSCG00000007646,7.088061434156355,-1.7650794502928304,1.8009625495031447,-0.9800755994508527,0.3270488027138547,0.4944261698685198,ENSSSCG00000007646,ENSSSCG00000007646,False
ENSSSCG00000031627,246.5681889388811,-0.8976850549984411,0.9166572851246158,-0.9793028098570171,0.3274303825106527,0.4949172904534827,ENSSSCG00000031627,WBP4,False
ENSSSCG00000012980,5.259936077044793,-1.436066941362491,1.4670111086561488,-0.9789066578221045,0.32762610223759825,0.4951273585253346,ENSSSCG00000012980,KAT5,False
ENSSSCG00000005126,402.98617773635567,-0.8735937452147752,0.8925349657104867,-0.9787781753954774,0.3276895955476141,0.49513756030276723,ENSSSCG00000005126,PLAA,False
ENSSSCG00000036158,122.99581161653171,-1.0876430612559194,1.1123972808634424,-0.9777469614198366,0.3281994890185608,0.49582215048060274,ENSSSCG00000036158,TRAM1L1,False
ENSSSCG00000004423,326.00352799909547,0.6190430679967031,0.6334206364046078,0.9773017050888743,0.3284198092040522,0.4960691111501748,ENSSSCG00000004423,TUBE1,False
ENSSSCG00000017378,877.4130343197913,-0.9281064410994485,0.9504073060302851,-0.9765354655952887,0.3287991816618375,0.4965561888510201,ENSSSCG00000017378,DHX8,False
ENSSSCG00000015709,219.61417782023338,0.8772129124414921,0.8988201493888986,0.9759604444091545,0.3290840666354543,0.49681445769221005,ENSSSCG00000015709,SLC35F5,False
ENSSSCG00000059732,301.28107220466217,0.8695387859053739,0.8908750876204512,0.976050175819747,0.32903960012435673,0.49681445769221005,ENSSSCG00000059732,ENSSSCG00000059732,False
ENSSSCG00000002708,1599.8098536642897,0.8452718785130581,0.866265150517623,0.9757657664145665,0.3291805529452494,0.49687415758523545,ENSSSCG00000002708,TMEM231,False
ENSSSCG00000009010,2696.143370468794,-0.597377958513808,0.6126735548283618,-0.9750346718998851,0.3295430616905417,0.49733530894356054,ENSSSCG00000009010,ARFIP1,False
ENSSSCG00000006358,83.88589418000973,0.9127701843192185,0.9363143886217433,0.9748543816172879,0.32963249725941524,0.4973842592228354,ENSSSCG00000006358,NDUFS2,False
ENSSSCG00000031129,4.492078952807919,2.5034735141360005,2.5715081291851916,0.9735429127067358,0.33028354321720843,0.49810822642816466,ENSSSCG00000031129,SIRT5,False
ENSSSCG00000029073,146.7390779922611,-0.8717677027661036,0.895387220228994,-0.9736208905719587,0.33024480979714266,0.49810822642816466,ENSSSCG00000029073,CACNB4,False
ENSSSCG00000012315,188.84766329426915,-0.8778962663139775,0.9016696084184838,-0.9736340873835103,0.33023825492471626,0.49810822642816466,ENSSSCG00000012315,SYNJ2,False
ENSSSCG00000042357,1181.7652113948468,0.7558652914828525,0.7767997234342576,0.9730504127127476,0.3305282473595149,0.4983380975644082,ENSSSCG00000042357,ENSSSCG00000042357,False
ENSSSCG00000008402,14.770437432191645,2.8766459515293414,2.9564515986301654,0.9730062730816222,0.330550184357414,0.4983380975644082,ENSSSCG00000008402,CLHC1,False
ENSSSCG00000016166,1895.494097869076,0.646241342022074,0.6644208443986208,0.9726385730823941,0.33073296455042844,0.4985275261128068,ENSSSCG00000016166,SPAG16,False
ENSSSCG00000053091,20.988585951774372,2.546442430935468,2.6184673663984235,0.9724934759977466,0.3308051089297084,0.49854251897312307,ENSSSCG00000053091,MANSC4,False
ENSSSCG00000021746,3039.775055172084,-0.8979151725339927,0.9234117064787352,-0.9723887689901951,0.3308571770998574,0.49854251897312307,ENSSSCG00000021746,MRPL35,False
ENSSSCG00000016406,17.036257219018506,-1.0023138435413799,1.0314137026863457,-0.9717864334464682,0.3311568064364162,0.4989078544482334,ENSSSCG00000016406,ESYT2,False
ENSSSCG00000031388,3.619102809008701,-2.4704245461103844,2.5432715684536,-0.971356962722031,0.3313705520191017,0.49914369703412415,ENSSSCG00000031388,SIAH2,False
ENSSSCG00000033926,5.000295919784266,-2.6357219827774983,2.7172618997561386,-0.9699918815385596,0.33205053883316593,0.500081636496066,ENSSSCG00000033926,NUDT1,False
ENSSSCG00000012793,284.0666685085106,-0.8149316759282237,0.840268165243712,-0.969847138849846,0.3321226922271373,0.5001039883302848,ENSSSCG00000012793,HCFC1,False
ENSSSCG00000038989,6256.047720539286,0.8150379370130124,0.8405980808254974,0.9695929072460122,0.33224944973360204,0.500208540092376,ENSSSCG00000038989,CRK,False
ENSSSCG00000010240,255.34823482917577,-0.7637055092750363,0.7877613089179732,-0.9694630856191977,0.332314189638934,0.5002197030859649,ENSSSCG00000010240,DNA2,False
ENSSSCG00000010826,24.373066184553267,0.983344792132841,1.0154765442561777,0.9683579573500904,0.33286562880857407,0.5008769575760679,ENSSSCG00000010826,MTARC2,False
ENSSSCG00000033167,5242.701781228206,0.9184270641271585,0.9484280195123693,0.968367704487858,0.3328607625808573,0.5008769575760679,ENSSSCG00000033167,SLC7A6OS,False
ENSSSCG00000043237,19.340740345672582,0.8536496287886585,0.8823503698954422,0.9674723986230268,0.3333079328513685,0.5014560382863865,ENSSSCG00000043237,ENSSSCG00000043237,False
ENSSSCG00000044033,3.0001823636171174,2.137883942218168,2.212224740869231,0.9663954582562653,0.3338463358452872,0.5021356155098019,ENSSSCG00000044033,ENSSSCG00000044033,False
ENSSSCG00000055606,466.94032236819544,-1.0592616365813248,1.0961597935908218,-0.9663387060670915,0.3338747239500196,0.5021356155098019,ENSSSCG00000055606,PLK4,False
ENSSSCG00000001900,126.02058034594496,0.864822000688647,0.895736225939115,0.9654873562604253,0.3343007658725917,0.5026897265214949,ENSSSCG00000001900,CSK,False
ENSSSCG00000009779,8376.845683111635,0.5178020977323985,0.5367717145529562,0.9646598054512684,0.3347152338200272,0.5032262457466502,ENSSSCG00000009779,MPHOSPH9,False
ENSSSCG00000007768,6.97427909905735,-1.6638941706020154,1.7250904917318775,-0.9645257327524743,0.33478241352706717,0.5032405409883184,ENSSSCG00000007768,STX4,False
ENSSSCG00000034147,6.841154760613749,-2.194450933271218,2.2755612311642213,-0.964355915023431,0.3348675164409458,0.5032817685951935,ENSSSCG00000034147,DTYMK,False
ENSSSCG00000014539,50.34684133880011,-1.272646610653922,1.3203230475091376,-0.9638903244587301,0.33510091524203167,0.5034631085629507,ENSSSCG00000014539,ZFP62,False
ENSSSCG00000009717,137.47125805474283,-0.8470580876378715,0.8788192199229865,-0.9638593108058124,0.33511646599157396,0.5034631085629507,ENSSSCG00000009717,CBR4,False
ENSSSCG00000001213,4.708896049665771,2.2294289430547938,2.3132376081946666,0.9637699712113534,0.3351612649142999,0.5034631085629507,ENSSSCG00000001213,GPX6,False
ENSSSCG00000063374,1334.4296013451058,0.573640370079904,0.5957864260457736,0.9628288678665395,0.3356334111301069,0.5039988204304445,ENSSSCG00000063374,BIRC2,False
ENSSSCG00000003733,11.608578069496078,-1.6044643075759342,1.6663782441545052,-0.9628452082858383,0.3356252095829316,0.5039988204304445,ENSSSCG00000003733,KLHL14,False
ENSSSCG00000001063,159.26036160968977,-0.7178765601646443,0.7459511214051827,-0.9623640739521202,0.33586675350060735,0.5042624382392119,ENSSSCG00000001063,MYLIP,False
ENSSSCG00000024385,3.8340434199540385,-1.4005623512751166,1.457439771648824,-0.9609744282541699,0.33656502560915424,0.5052238798323551,ENSSSCG00000024385,RNASEH2B,False
ENSSSCG00000006740,5486.758853567662,-0.5136266398590791,0.5347622425190885,-0.9604766361954679,0.3368153842139988,0.505512735234151,ENSSSCG00000006740,ATP1A1,False
ENSSSCG00000037355,2028.4301334801837,0.6936446123251967,0.7223667947248205,0.9602387836631316,0.33693505159285675,0.5056053757866324,ENSSSCG00000037355,RNF115,False
ENSSSCG00000033654,71.60092168636842,-1.0512600700617918,1.0955067404162524,-0.9596107730586407,0.33725114504625475,0.505992691140581,ENSSSCG00000033654,FANCC,False
ENSSSCG00000009039,677.3276044901387,0.7124282758755419,0.7426023231469698,0.9593671520665898,0.33737381688581103,0.5060897242815174,ENSSSCG00000009039,MMAA,False
ENSSSCG00000015108,4.589513942868901,-2.378589303349367,2.4813101100312798,-0.9586021891150808,0.3377591893281743,0.5065180557831588,ENSSSCG00000015108,HMBS,False
ENSSSCG00000014240,12915.936962192201,0.5650456891200416,0.5894673654752786,0.9585699263681101,0.33777544884279176,0.5065180557831588,ENSSSCG00000014240,CSNK1G3,False
ENSSSCG00000013235,421.22889371811885,-0.766803104791002,0.8002994406073533,-0.9581452464955734,0.33798952239524305,0.5067519883884692,ENSSSCG00000013235,MADD,False
ENSSSCG00000050627,30241.037324577275,0.7390609455512637,0.7716137914382762,0.9578119957831048,0.3381575691469554,0.5069168439059153,ENSSSCG00000050627,ENSSSCG00000050627,False
ENSSSCG00000022168,78.46684830145566,0.8361274234494793,0.8732809420360818,0.9574552508841223,0.33833752265453865,0.5069253473014258,ENSSSCG00000022168,APBB2,False
ENSSSCG00000028297,798.7555353233203,0.6845637912663417,0.7148987308252719,0.9575675011705338,0.3382808934004786,0.5069253473014258,ENSSSCG00000028297,APH1A,False
ENSSSCG00000063048,2899.965003154377,0.8735121086705809,0.9121818691735365,0.9576074006623355,0.3382607659340492,0.5069253473014258,ENSSSCG00000063048,TCEANC2,False
ENSSSCG00000015283,36.98439867712633,1.9508386396879513,2.0378221783941903,0.9573154421281339,0.33840806341861174,0.5069439933718122,ENSSSCG00000015283,PIK3C2B,False
ENSSSCG00000017362,371.95988112057336,-43.2808512266689,45.22385332449905,-0.9570359012999547,0.33854913456839886,0.5070682712399328,ENSSSCG00000017362,ATXN7L3,False
ENSSSCG00000013233,1321.6411310744504,-0.6177112907046842,0.6457641196955218,-0.9565587059806536,0.338790039887122,0.5070993694507859,ENSSSCG00000013233,CELF1,False
ENSSSCG00000031109,267.1493565331097,0.7555687369991517,0.7897417069086602,0.9567289284451316,0.33870409285964653,0.5070993694507859,ENSSSCG00000031109,HILPDA,False
ENSSSCG00000011791,2237.0135858942936,0.653795797427483,0.6833479551981988,0.9567538652220821,0.33869150320651065,0.5070993694507859,ENSSSCG00000011791,MAP3K13,False
ENSSSCG00000009791,6048.413852018457,0.7675097660601898,0.8023860171874393,0.9565343234052118,0.338802352039661,0.5070993694507859,ENSSSCG00000009791,RSRC2,False
ENSSSCG00000005055,434.616529059134,0.7865567196078658,0.8226130180289309,0.956168577896494,0.33898707226011093,0.5072018505729986,ENSSSCG00000005055,LGALS3,False
ENSSSCG00000057945,105.14907337826942,-0.9009912135991044,0.9422219078349191,-0.9562409938752576,0.3389504933507531,0.5072018505729986,ENSSSCG00000057945,ZNF215,False
ENSSSCG00000045332,10.939280831166368,1.439165849938761,1.5059228514953846,0.9556703708358407,0.3392387962982666,0.5074914686265514,ENSSSCG00000045332,ENSSSCG00000045332,False
ENSSSCG00000013256,323.35119784885165,0.7221654622166478,0.7559325237088208,0.9553305878063004,0.33941054379044944,0.5076613652923314,ENSSSCG00000013256,ARHGAP1,False
ENSSSCG00000008971,1959.0446177705064,0.6787917517178308,0.7107248937376083,0.9550696165265222,0.33954249277822157,0.5077716867151263,ENSSSCG00000008971,USO1,False
ENSSSCG00000051471,2973.3454385591212,0.8508536719788655,0.8913125844684368,0.9546074932693784,0.33977622636751303,0.5080341588901506,ENSSSCG00000051471,ENSSSCG00000051471,False
ENSSSCG00000039215,2774.341631785364,0.7404679474003539,0.7758079317262735,0.9544475083577922,0.33985716787633835,0.5080681252165373,ENSSSCG00000039215,PHYHIPL,False
ENSSSCG00000063377,19821.144029104293,0.4915946400735991,0.5152506883739224,0.9540882742437874,0.34003896099807285,0.5082528218001342,ENSSSCG00000063377,GTF2E1,False
ENSSSCG00000013453,10887.863254141263,0.9759673694268096,1.0232356516224297,0.9538050867161713,0.3401823141002106,0.5083800090492272,ENSSSCG00000013453,PLEKHJ1,False
ENSSSCG00000022058,19.42454639087463,-1.5123913633244517,1.5873694234238696,-0.9527658407721535,0.34070872533943,0.5090795098136757,ENSSSCG00000022058,ATRAID,False
ENSSSCG00000017259,3194.892148332633,0.6388773254364851,0.6717176804596232,0.951109884437362,0.34154859755523537,0.5102470573989015,ENSSSCG00000017259,PRKAR1A,False
ENSSSCG00000015390,4012.234215543148,0.686939350894933,0.7225765471584644,0.9506803861768349,0.3417666478091712,0.5103980436047968,ENSSSCG00000015390,ENSSSCG00000015390,False
ENSSSCG00000063552,116.73069699767363,0.809800538346831,0.851776445454408,0.9507195728038903,0.3417467496153691,0.5103980436047968,ENSSSCG00000063552,ENSSSCG00000063552,False
ENSSSCG00000016147,199.94377247873746,0.8409459835004289,0.8849386955382922,0.9502872772321214,0.34196630177077025,0.5104408962315599,ENSSSCG00000016147,PIKFYVE,False
ENSSSCG00000004897,3788.109121696427,-0.5539830372728644,0.5829079613236129,-0.9503782312647292,0.34192010098905723,0.5104408962315599,ENSSSCG00000004897,ZCCHC2,False
ENSSSCG00000055815,641.4235245036767,0.826306569391058,0.8695416046445582,0.9502783592842882,0.34197083192410027,0.5104408962315599,ENSSSCG00000055815,ENSSSCG00000055815,False
ENSSSCG00000052786,1611.9171596459298,0.7202633135057342,0.7580516297568788,0.9501507354277915,0.3420356666997624,0.5104503553313027,ENSSSCG00000052786,ENSSSCG00000052786,False
ENSSSCG00000004971,355.46508172791266,-0.8953088459907551,0.9424964078816275,-0.9499334305189214,0.34214607884563464,0.5104517657011399,ENSSSCG00000004971,TLE3,False
ENSSSCG00000029697,101.68070417264384,-0.7975992920318536,0.839650133508802,-0.9499186151484039,0.34215360733279476,0.5104517657011399,ENSSSCG00000029697,FAM120B,False
ENSSSCG00000000690,151.72871508369818,0.9952904297262779,1.048504351551339,0.9492477816173797,0.34249460496565665,0.5106112972715393,ENSSSCG00000000690,MLF2,False
ENSSSCG00000017488,4.237828182970334,1.218198566813218,1.2832276527671362,0.9493238118632417,0.34245594640978994,0.5106112972715393,ENSSSCG00000017488,CSF3,False
ENSSSCG00000027072,225.34432621236343,-1.1376531967805517,1.1981043238825873,-0.9495443544464166,0.34234382448366973,0.5106112972715393,ENSSSCG00000027072,ATP5IF1,False
ENSSSCG00000016395,14243.937478721075,0.6652844496727877,0.7008197912124705,0.9492946089918437,0.3424707946551223,0.5106112972715393,ENSSSCG00000016395,RIF1,False
ENSSSCG00000010853,6.163782966495321,-1.7299617554308901,1.825506361725279,-0.9476613128841195,0.3433019018810919,0.5116400334439638,ENSSSCG00000010853,EPHX1,False
ENSSSCG00000028758,445.97674566978867,0.8054245222354267,0.8498451612623976,0.9477309031671293,0.34326646441458286,0.5116400334439638,ENSSSCG00000028758,LBP,False
ENSSSCG00000004237,21406.358823913313,0.700400280581415,0.7395449294587785,0.9470692755529936,0.3436034796243187,0.5120020428964831,ENSSSCG00000004237,SERINC1,False
ENSSSCG00000016872,183.85916448525268,-0.66440916269211,0.7019822359207141,-0.9464757492341335,0.34390598562340413,0.5123653116868404,ENSSSCG00000016872,HMGCS1,False
ENSSSCG00000047749,221.7858885391776,0.787572181221521,0.8324511818598994,0.9460881291103367,0.3441036379755332,0.5125722678345004,ENSSSCG00000047749,ENSSSCG00000047749,False
ENSSSCG00000004002,6291.570586964205,0.786178738817672,0.8316591469136942,0.9453136440995076,0.3444987747097482,0.5130732732748358,ENSSSCG00000004002,RPS5,False
ENSSSCG00000004612,1715.9868439835923,0.5301068108488114,0.5609638951491744,0.9449927445113784,0.3446625801905475,0.5132296373281089,ENSSSCG00000004612,RAB27A,False
ENSSSCG00000033181,97.34815613442449,-0.8094118177454536,0.8567573116641295,-0.9447387337416309,0.3447922770246038,0.5133351662372792,ENSSSCG00000033181,ENSSSCG00000033181,False
ENSSSCG00000057842,316.84600052234845,-1.6251395171944403,1.721064074426115,-0.9442643893059818,0.3450345586429584,0.5136082495254956,ENSSSCG00000057842,ENSSSCG00000057842,False
ENSSSCG00000016671,5.01821405636432,2.1455582732415235,2.27358172177803,0.9436908524948965,0.3453276498632786,0.5139568604310027,ENSSSCG00000016671,ITPRID1,False
ENSSSCG00000039318,24.90068589795012,-16.962959368730175,17.985769804150767,-0.9431322402900683,0.34561326678408266,0.5142699653674088,ENSSSCG00000039318,HS3ST3B1,False
ENSSSCG00000015996,101.44142387626513,1.944689320535628,2.0621299049508868,0.943048891278236,0.3456558958147894,0.5142699653674088,ENSSSCG00000015996,RBM45,False
ENSSSCG00000007058,104.57522636963446,1.508636675218322,1.6008559206697588,0.9423937880600431,0.3459910664267042,0.514593155895589,ENSSSCG00000007058,PLCB4,False
ENSSSCG00000048049,99.8375492655749,-1.4750790381958443,1.5652376091230913,-0.9423994348195112,0.3459881764894346,0.514593155895589,ENSSSCG00000048049,ENSSSCG00000048049,False
ENSSSCG00000016409,13.40865384205305,-1.1190531267594204,1.1879610468411606,-0.941994798343793,0.34619530305133006,0.5147214541533321,ENSSSCG00000016409,UBE3C,False
ENSSSCG00000022240,773.8639425714904,-0.5887824258523665,0.6249961880873859,-0.9420576270299491,0.34616313693181155,0.5147214541533321,ENSSSCG00000022240,POLA1,False
ENSSSCG00000010316,10074.62102310425,0.4794759622315613,0.5092098705689885,0.9416077533921274,0.34639349869961933,0.5147530091370706,ENSSSCG00000010316,KAT6B,False
